category_path,prices,stock,active,variants,tags,avg_rating,images,legacy
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 49.0, ""vat_rate"": 19}]","{""total"": 448, ""reserved"": 28, ""warehouses"": {""WARSAW"": 224, ""NY"": 224}}",1,"[{""sku"": ""BET-0586-0"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 77}, {""sku"": ""BET-0586-1"", ""color"": ""Red"", ""size"": ""S"", ""stock"": 96}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""sale""]",3.62,"[""https://beta-fashion.com/images/product-586-1.jpg"", ""https://beta-fashion.com/images/product-586-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 149.88, ""vat_rate"": 23}]","{""total"": 444, ""reserved"": 27, ""warehouses"": {""WARSAW"": 222, ""NY"": 222}}",0,"[{""sku"": ""BET-0587-0"", ""color"": ""Red"", ""size"": ""XXL"", ""stock"": 49}, {""sku"": ""BET-0587-1"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 20}]","[""dresses"", ""Dresses"", ""DRESSES"", ""new""]",4.4,"[""https://beta-fashion.com/images/product-587-1.jpg"", ""https://beta-fashion.com/images/product-587-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 185.94, ""vat_rate"": 19}]","{""total"": 437, ""reserved"": 20, ""warehouses"": {""WARSAW"": 218, ""NY"": 219}}",1,"[{""sku"": ""BET-0588-0"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 55}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""casual""]",4.52,"[""https://beta-fashion.com/images/product-588-1.jpg"", ""https://beta-fashion.com/images/product-588-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 185.79, ""vat_rate"": 19}]","{""total"": 376, ""reserved"": 24, ""warehouses"": {""WARSAW"": 188, ""NY"": 188}}",0,"[{""sku"": ""BET-0589-0"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 17}, {""sku"": ""BET-0589-1"", ""color"": ""Green"", ""size"": ""XL"", ""stock"": 7}, {""sku"": ""BET-0589-2"", ""color"": ""Red"", ""size"": ""L"", ""stock"": 84}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""new""]",3.88,"[""https://beta-fashion.com/images/product-589-1.jpg"", ""https://beta-fashion.com/images/product-589-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 64.3, ""vat_rate"": 23}]","{""total"": 120, ""reserved"": 23, ""warehouses"": {""WARSAW"": 60, ""NY"": 60}}",0,"[{""sku"": ""BET-0590-0"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 93}, {""sku"": ""BET-0590-1"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 19}, {""sku"": ""BET-0590-2"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 87}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",3.19,"[""https://beta-fashion.com/images/product-590-1.jpg"", ""https://beta-fashion.com/images/product-590-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 42.58, ""vat_rate"": 23}]","{""total"": 352, ""reserved"": 43, ""warehouses"": {""WARSAW"": 176, ""NY"": 176}}",1,"[{""sku"": ""BET-0591-0"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 81}, {""sku"": ""BET-0591-1"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 5}, {""sku"": ""BET-0591-2"", ""color"": ""White"", ""size"": ""S"", ""stock"": 51}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""casual""]",4.38,"[""https://beta-fashion.com/images/product-591-1.jpg"", ""https://beta-fashion.com/images/product-591-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 247.92, ""vat_rate"": 23}]","{""total"": 357, ""reserved"": 11, ""warehouses"": {""WARSAW"": 178, ""NY"": 179}}",0,"[{""sku"": ""BET-0592-0"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 81}, {""sku"": ""BET-0592-1"", ""color"": ""Navy"", ""size"": ""M"", ""stock"": 2}]","[""jackets"", ""Jackets"", ""JACKETS"", ""sale""]",3.17,"[""https://beta-fashion.com/images/product-592-1.jpg"", ""https://beta-fashion.com/images/product-592-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 152.91, ""vat_rate"": 23}]","{""total"": 265, ""reserved"": 35, ""warehouses"": {""WARSAW"": 132, ""NY"": 133}}",0,"[{""sku"": ""BET-0593-0"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 24}, {""sku"": ""BET-0593-1"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 83}, {""sku"": ""BET-0593-2"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 74}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",3.65,"[""https://beta-fashion.com/images/product-593-1.jpg"", ""https://beta-fashion.com/images/product-593-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 206.02, ""vat_rate"": 0}]","{""total"": 221, ""reserved"": 35, ""warehouses"": {""WARSAW"": 110, ""NY"": 111}}",0,"[{""sku"": ""BET-0594-0"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 67}, {""sku"": ""BET-0594-1"", ""color"": ""White"", ""size"": ""S"", ""stock"": 85}, {""sku"": ""BET-0594-2"", ""color"": ""White"", ""size"": ""S"", ""stock"": 77}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""new""]",4.11,"[""https://beta-fashion.com/images/product-594-1.jpg"", ""https://beta-fashion.com/images/product-594-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 45.27, ""vat_rate"": 0}]","{""total"": 354, ""reserved"": 20, ""warehouses"": {""WARSAW"": 177, ""NY"": 177}}",1,"[{""sku"": ""BET-0595-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 11}]","[""jeans"", ""Jeans"", ""JEANS"", ""sale""]",3.73,"[""https://beta-fashion.com/images/product-595-1.jpg"", ""https://beta-fashion.com/images/product-595-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 244.62, ""vat_rate"": 23}]","{""total"": 20, ""reserved"": 1, ""warehouses"": {""WARSAW"": 10, ""NY"": 10}}",1,"[{""sku"": ""BET-0596-0"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 38}, {""sku"": ""BET-0596-1"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 74}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""casual""]",4.05,"[""https://beta-fashion.com/images/product-596-1.jpg"", ""https://beta-fashion.com/images/product-596-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 38.27, ""vat_rate"": 0}]","{""total"": 141, ""reserved"": 2, ""warehouses"": {""WARSAW"": 70, ""NY"": 71}}",0,"[{""sku"": ""BET-0597-0"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 28}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",4.18,"[""https://beta-fashion.com/images/product-597-1.jpg"", ""https://beta-fashion.com/images/product-597-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 161.24, ""vat_rate"": 0}]","{""total"": 301, ""reserved"": 32, ""warehouses"": {""WARSAW"": 150, ""NY"": 151}}",1,"[{""sku"": ""BET-0598-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 21}, {""sku"": ""BET-0598-1"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 11}]","[""caps"", ""Caps"", ""CAPS"", ""fashion""]",4.88,"[""https://beta-fashion.com/images/product-598-1.jpg"", ""https://beta-fashion.com/images/product-598-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 162.95, ""vat_rate"": 19}]","{""total"": 344, ""reserved"": 24, ""warehouses"": {""WARSAW"": 172, ""NY"": 172}}",0,"[{""sku"": ""BET-0599-0"", ""color"": ""Green"", ""size"": ""XL"", ""stock"": 85}, {""sku"": ""BET-0599-1"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 20}, {""sku"": ""BET-0599-2"", ""color"": ""Green"", ""size"": ""L"", ""stock"": 49}]","[""jackets"", ""Jackets"", ""JACKETS"", ""sale""]",3.16,"[""https://beta-fashion.com/images/product-599-1.jpg"", ""https://beta-fashion.com/images/product-599-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 143.87, ""vat_rate"": 0}]","{""total"": 188, ""reserved"": 40, ""warehouses"": {""WARSAW"": 94, ""NY"": 94}}",0,"[{""sku"": ""BET-0600-0"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 100}]","[""dresses"", ""Dresses"", ""DRESSES"", ""fashion""]",4.74,"[""https://beta-fashion.com/images/product-600-1.jpg"", ""https://beta-fashion.com/images/product-600-2.jpg""]",1
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 38.02, ""vat_rate"": 0}]","{""total"": 213, ""reserved"": 6, ""warehouses"": {""WARSAW"": 106, ""NY"": 107}}",1,"[{""sku"": ""BET-0601-0"", ""color"": ""Blue"", ""size"": ""XL"", ""stock"": 94}]","[""tops"", ""Tops"", ""TOPS"", ""fashion""]",3.19,"[""https://beta-fashion.com/images/product-601-1.jpg"", ""https://beta-fashion.com/images/product-601-2.jpg""]",1
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 78.7, ""vat_rate"": 0}]","{""total"": 479, ""reserved"": 6, ""warehouses"": {""WARSAW"": 239, ""NY"": 240}}",1,"[{""sku"": ""BET-0602-0"", ""color"": ""Green"", ""size"": ""L"", ""stock"": 24}]","[""jeans"", ""Jeans"", ""JEANS"", ""fashion""]",3.95,"[""https://beta-fashion.com/images/product-602-1.jpg"", ""https://beta-fashion.com/images/product-602-2.jpg""]",1
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 176.36, ""vat_rate"": 23}]","{""total"": 99, ""reserved"": 21, ""warehouses"": {""WARSAW"": 49, ""NY"": 50}}",0,"[{""sku"": ""BET-0603-0"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 73}]","[""jackets"", ""Jackets"", ""JACKETS"", ""fashion""]",4.84,"[""https://beta-fashion.com/images/product-603-1.jpg"", ""https://beta-fashion.com/images/product-603-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 158.05, ""vat_rate"": 23}]","{""total"": 254, ""reserved"": 23, ""warehouses"": {""WARSAW"": 127, ""NY"": 127}}",1,"[{""sku"": ""BET-0604-0"", ""color"": ""Green"", ""size"": ""L"", ""stock"": 65}, {""sku"": ""BET-0604-1"", ""color"": ""Red"", ""size"": ""M"", ""stock"": 55}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",4.27,"[""https://beta-fashion.com/images/product-604-1.jpg"", ""https://beta-fashion.com/images/product-604-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 196.09, ""vat_rate"": 0}]","{""total"": 344, ""reserved"": 10, ""warehouses"": {""WARSAW"": 172, ""NY"": 172}}",0,"[{""sku"": ""BET-0605-0"", ""color"": ""Grey"", ""size"": ""XS"", ""stock"": 22}]","[""dresses"", ""Dresses"", ""DRESSES"", ""sale""]",4.49,"[""https://beta-fashion.com/images/product-605-1.jpg"", ""https://beta-fashion.com/images/product-605-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 241.11, ""vat_rate"": 19}]","{""total"": 366, ""reserved"": 65, ""warehouses"": {""WARSAW"": 183, ""NY"": 183}}",1,"[{""sku"": ""BET-0606-0"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 64}, {""sku"": ""BET-0606-1"", ""color"": ""White"", ""size"": ""L"", ""stock"": 2}, {""sku"": ""BET-0606-2"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 1}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""casual""]",3.49,"[""https://beta-fashion.com/images/product-606-1.jpg"", ""https://beta-fashion.com/images/product-606-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 120.43, ""vat_rate"": 0}]","{""total"": 365, ""reserved"": 67, ""warehouses"": {""WARSAW"": 182, ""NY"": 183}}",1,"[{""sku"": ""BET-0607-0"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 47}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""new""]",4.9,"[""https://beta-fashion.com/images/product-607-1.jpg"", ""https://beta-fashion.com/images/product-607-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 55.06, ""vat_rate"": 0}]","{""total"": 193, ""reserved"": 43, ""warehouses"": {""WARSAW"": 96, ""NY"": 97}}",1,"[{""sku"": ""BET-0608-0"", ""color"": ""White"", ""size"": ""M"", ""stock"": 39}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""casual""]",3.53,"[""https://beta-fashion.com/images/product-608-1.jpg"", ""https://beta-fashion.com/images/product-608-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 231.92, ""vat_rate"": 23}]","{""total"": 283, ""reserved"": 4, ""warehouses"": {""WARSAW"": 141, ""NY"": 142}}",1,"[{""sku"": ""BET-0609-0"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 46}, {""sku"": ""BET-0609-1"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 59}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""fashion""]",3.71,"[""https://beta-fashion.com/images/product-609-1.jpg"", ""https://beta-fashion.com/images/product-609-2.jpg""]",1
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 58.75, ""vat_rate"": 19}]","{""total"": 24, ""reserved"": 0, ""warehouses"": {""WARSAW"": 12, ""NY"": 12}}",0,"[{""sku"": ""BET-0610-0"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 11}, {""sku"": ""BET-0610-1"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 16}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""casual""]",3.31,"[""https://beta-fashion.com/images/product-610-1.jpg"", ""https://beta-fashion.com/images/product-610-2.jpg""]",1
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 107.91, ""vat_rate"": 19}]","{""total"": 206, ""reserved"": 27, ""warehouses"": {""WARSAW"": 103, ""NY"": 103}}",0,"[{""sku"": ""BET-0611-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 57}]","[""caps"", ""Caps"", ""CAPS"", ""casual""]",3.28,"[""https://beta-fashion.com/images/product-611-1.jpg"", ""https://beta-fashion.com/images/product-611-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 222.64, ""vat_rate"": 23}]","{""total"": 121, ""reserved"": 3, ""warehouses"": {""WARSAW"": 60, ""NY"": 61}}",1,"[{""sku"": ""BET-0612-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 18}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""casual""]",4.49,"[""https://beta-fashion.com/images/product-612-1.jpg"", ""https://beta-fashion.com/images/product-612-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 61.76, ""vat_rate"": 19}]","{""total"": 360, ""reserved"": 34, ""warehouses"": {""WARSAW"": 180, ""NY"": 180}}",0,"[{""sku"": ""BET-0613-0"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 71}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""casual""]",3.65,"[""https://beta-fashion.com/images/product-613-1.jpg"", ""https://beta-fashion.com/images/product-613-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 40.79, ""vat_rate"": 0}]","{""total"": 425, ""reserved"": 2, ""warehouses"": {""WARSAW"": 212, ""NY"": 213}}",0,"[{""sku"": ""BET-0614-0"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 65}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""sale""]",3.1,"[""https://beta-fashion.com/images/product-614-1.jpg"", ""https://beta-fashion.com/images/product-614-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 188.3, ""vat_rate"": 19}]","{""total"": 265, ""reserved"": 37, ""warehouses"": {""WARSAW"": 132, ""NY"": 133}}",0,"[{""sku"": ""BET-0615-0"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 98}, {""sku"": ""BET-0615-1"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 80}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",3.5,"[""https://beta-fashion.com/images/product-615-1.jpg"", ""https://beta-fashion.com/images/product-615-2.jpg""]",1
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 73.13, ""vat_rate"": 19}]","{""total"": 121, ""reserved"": 15, ""warehouses"": {""WARSAW"": 60, ""NY"": 61}}",1,"[{""sku"": ""BET-0616-0"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 94}, {""sku"": ""BET-0616-1"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 76}, {""sku"": ""BET-0616-2"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 16}]","[""dresses"", ""Dresses"", ""DRESSES"", ""new""]",3.08,"[""https://beta-fashion.com/images/product-616-1.jpg"", ""https://beta-fashion.com/images/product-616-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 19.15, ""vat_rate"": 0}]","{""total"": 66, ""reserved"": 1, ""warehouses"": {""WARSAW"": 33, ""NY"": 33}}",1,"[{""sku"": ""BET-0617-0"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 40}, {""sku"": ""BET-0617-1"", ""color"": ""Grey"", ""size"": ""S"", ""stock"": 44}]","[""tops"", ""Tops"", ""TOPS"", ""casual""]",3.12,"[""https://beta-fashion.com/images/product-617-1.jpg"", ""https://beta-fashion.com/images/product-617-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 40.86, ""vat_rate"": 19}]","{""total"": 163, ""reserved"": 22, ""warehouses"": {""WARSAW"": 81, ""NY"": 82}}",0,"[{""sku"": ""BET-0618-0"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 41}, {""sku"": ""BET-0618-1"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 6}, {""sku"": ""BET-0618-2"", ""color"": ""Black"", ""size"": ""XS"", ""stock"": 85}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""fashion""]",3.57,"[""https://beta-fashion.com/images/product-618-1.jpg"", ""https://beta-fashion.com/images/product-618-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 58.44, ""vat_rate"": 19}]","{""total"": 206, ""reserved"": 21, ""warehouses"": {""WARSAW"": 103, ""NY"": 103}}",1,"[{""sku"": ""BET-0619-0"", ""color"": ""White"", ""size"": ""XS"", ""stock"": 86}, {""sku"": ""BET-0619-1"", ""color"": ""Black"", ""size"": ""XXL"", ""stock"": 71}]","[""caps"", ""Caps"", ""CAPS"", ""new""]",3.72,"[""https://beta-fashion.com/images/product-619-1.jpg"", ""https://beta-fashion.com/images/product-619-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 167.81, ""vat_rate"": 0}]","{""total"": 319, ""reserved"": 49, ""warehouses"": {""WARSAW"": 159, ""NY"": 160}}",0,"[{""sku"": ""BET-0620-0"", ""color"": ""White"", ""size"": ""S"", ""stock"": 81}]","[""jeans"", ""Jeans"", ""JEANS"", ""sale""]",4.17,"[""https://beta-fashion.com/images/product-620-1.jpg"", ""https://beta-fashion.com/images/product-620-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 119.76, ""vat_rate"": 0}]","{""total"": 58, ""reserved"": 8, ""warehouses"": {""WARSAW"": 29, ""NY"": 29}}",1,"[{""sku"": ""BET-0621-0"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 93}, {""sku"": ""BET-0621-1"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 69}, {""sku"": ""BET-0621-2"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 17}]","[""tops"", ""Tops"", ""TOPS"", ""new""]",4.1,"[""https://beta-fashion.com/images/product-621-1.jpg"", ""https://beta-fashion.com/images/product-621-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 120.39, ""vat_rate"": 23}]","{""total"": 80, ""reserved"": 13, ""warehouses"": {""WARSAW"": 40, ""NY"": 40}}",0,"[{""sku"": ""BET-0622-0"", ""color"": ""Navy"", ""size"": ""L"", ""stock"": 68}]","[""caps"", ""Caps"", ""CAPS"", ""sale""]",4.2,"[""https://beta-fashion.com/images/product-622-1.jpg"", ""https://beta-fashion.com/images/product-622-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 239.61, ""vat_rate"": 0}]","{""total"": 426, ""reserved"": 24, ""warehouses"": {""WARSAW"": 213, ""NY"": 213}}",1,"[{""sku"": ""BET-0623-0"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 88}, {""sku"": ""BET-0623-1"", ""color"": ""White"", ""size"": ""S"", ""stock"": 57}, {""sku"": ""BET-0623-2"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 100}]","[""jackets"", ""Jackets"", ""JACKETS"", ""casual""]",4.21,"[""https://beta-fashion.com/images/product-623-1.jpg"", ""https://beta-fashion.com/images/product-623-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 52.6, ""vat_rate"": 0}]","{""total"": 323, ""reserved"": 1, ""warehouses"": {""WARSAW"": 161, ""NY"": 162}}",0,"[{""sku"": ""BET-0624-0"", ""color"": ""Navy"", ""size"": ""XL"", ""stock"": 91}, {""sku"": ""BET-0624-1"", ""color"": ""Red"", ""size"": ""M"", ""stock"": 29}, {""sku"": ""BET-0624-2"", ""color"": ""Red"", ""size"": ""XXL"", ""stock"": 35}]","[""tops"", ""Tops"", ""TOPS"", ""sale""]",3.45,"[""https://beta-fashion.com/images/product-624-1.jpg"", ""https://beta-fashion.com/images/product-624-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 24.19, ""vat_rate"": 0}]","{""total"": 472, ""reserved"": 35, ""warehouses"": {""WARSAW"": 236, ""NY"": 236}}",0,"[{""sku"": ""BET-0625-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 83}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""new""]",4.07,"[""https://beta-fashion.com/images/product-625-1.jpg"", ""https://beta-fashion.com/images/product-625-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 157.21, ""vat_rate"": 19}]","{""total"": 186, ""reserved"": 5, ""warehouses"": {""WARSAW"": 93, ""NY"": 93}}",1,"[{""sku"": ""BET-0626-0"", ""color"": ""Red"", ""size"": ""XXL"", ""stock"": 18}, {""sku"": ""BET-0626-1"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 38}, {""sku"": ""BET-0626-2"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 81}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""sale""]",3.44,"[""https://beta-fashion.com/images/product-626-1.jpg"", ""https://beta-fashion.com/images/product-626-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 243.33, ""vat_rate"": 23}]","{""total"": 356, ""reserved"": 74, ""warehouses"": {""WARSAW"": 178, ""NY"": 178}}",1,"[{""sku"": ""BET-0627-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 33}]","[""caps"", ""Caps"", ""CAPS"", ""new""]",3.44,"[""https://beta-fashion.com/images/product-627-1.jpg"", ""https://beta-fashion.com/images/product-627-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 163.0, ""vat_rate"": 19}]","{""total"": 99, ""reserved"": 14, ""warehouses"": {""WARSAW"": 49, ""NY"": 50}}",0,"[{""sku"": ""BET-0628-0"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 19}]","[""caps"", ""Caps"", ""CAPS"", ""casual""]",3.99,"[""https://beta-fashion.com/images/product-628-1.jpg"", ""https://beta-fashion.com/images/product-628-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 59.38, ""vat_rate"": 19}]","{""total"": 393, ""reserved"": 23, ""warehouses"": {""WARSAW"": 196, ""NY"": 197}}",1,"[{""sku"": ""BET-0629-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 40}, {""sku"": ""BET-0629-1"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 51}, {""sku"": ""BET-0629-2"", ""color"": ""Grey"", ""size"": ""XS"", ""stock"": 19}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""sale""]",3.49,"[""https://beta-fashion.com/images/product-629-1.jpg"", ""https://beta-fashion.com/images/product-629-2.jpg""]",0
